CommentID||RecipeID||Classification
106752510||1021031||1, 5, 3
106758587||1021031||1, 5
116081300||1021031||1, 5
106737917||1021031||5, 1
106770556||1021031||1, 5
110783713||1021031||1, 5
106840417||1021031||1, 5
110473329||1021031||1, 5
106737643||1021031||1, 5
106776674||1021031||1, 5
106773843||1021031||1, 3, 5
107097529||1021031||1, 5
110783731||1021031||5
106784586||1021031||1, 5
110686509||1021031||3, 5
106852393||1021031||1, 5
120326849||1021031||1, 5
130028447||1021031||1, 5
119010161||1021031||1, 5
106961111||1021031||4, 5
115790426||1021031||1, 5
118873114||1021031||1, 5
119392204||1021031||1, 4, 5
122205705||1021031||1, 5
111748400||1021031||1, 5
115605351||1021031||1, 5
109476297||1020453||4, 5
102517275||1020453||1, 5
102505625||1020453||1, 5
102659847||1020453||1, 5
102527171||1020453||1, 5
102683106||1020453||1, 5
102503833||1020453||1, 5
105468233||1020453||1, 5
102530463||1020453||1, 5
104912615||1020453||1, 5
102559044||1020453||1, 5
102538070||1020453||1, 5
102693134||1020453||1, 5
102501488||1020453||1, 5
102711362||1020453||1, 5
104855710||1020453||1, 5
102540241||1020453||1, 5
106822290||1020453||1, 5
102674578||1020453||1, 5
102726267||1020453||1, 5
102899524||1020453||1, 5
102525760||1020453||1, 5
106845919||1020453||1, 5
102539293||1020453||1, 4, 5
110591834||1020453||1, 5
102533708||1020453||1, 5
105098187||1020453||1, 5
109467509||1020453||1, 5
102527154||1020453||1, 5
102521746||1020453||1, 5
102522619||1020453||1, 5
102544881||1020453||1, 5
113965088||1020453||1, 5
116530110||1020453||1, 5
104971300||1020453||1, 5
106655074||1020453||1, 5
102708850||1020453||5
104907891||1020453||1, 5
111514972||1020453||1, 5
102711424||1020453||1, 5
105347544||1020453||1, 5
111384647||1020453||1, 5
109444939||1020453||1, 5
105495459||1020453||1, 5
111535700||1020453||1, 5
109467310||1020453||1, 2, 5
102792380||1020453||1, 5
110222086||1020453||1, 5
111591117||1020453||1, 5
116199469||1020453||1, 5
105343315||1020453||1, 5
111744580||1020453||1, 5
111755087||1020453||1, 5
114606929||1020453||1, 5
116527834||1020453||1, 5
102659933||1020453||1, 5
123082310||1020453||1, 5
123616224||1020453||1, 5
103097489||1020453||5
114513695||1020453||1, 5
120969578||1020453||1, 5
136035810||1020453||3, 4
115286685||1020453||1, 5
115955257||1020453||1, 5
116462860||1020453||1, 5
121829072||1020453||5
123410615||1020453||1, 2, 5
132641975||1020453||5
133014944||1020453||1, 5
102563273||1020453||1, 5
109793620||1020453||1, 5
111773053||1020453||1, 5
111809757||1020453||1, 5
121234177||1020453||1, 5
123011240||1020453||1, 5
131088993||1020453||1, 2, 5
133012879||1020453||1, 5
134276113||1020453||1, 5
134772914||1020453||5
135648146||1020453||1, 5
135948809||1020453||1, 5
136084244||1020453||4, 5
128110096||1024503||1, 5
128134558||1024503||1, 5
128119037||1024503||1, 2
128160401||1024503||1, 5
128208327||1024503||1, 3, 5
128105618||1024503||1, 5
128104658||1024503||1, 2
128256387||1024503||1, 5
128124918||1024503||1, 5
128209360||1024503||1, 5
128139938||1024503||1, 5
128115667||1024503||1, 5
128095177||1024503||1, 5
128165403||1024503||5
128235755||1024503||1, 5
128116432||1024503||1, 5
128126578||1024503||1, 5
128218390||1024503||1, 5
128131979||1024503||1, 3, 5
128301144||1024503||5
128166157||1024503||1, 5
128149644||1024503||1, 5
128202952||1024503||1, 5
128102180||1024503||1, 5
128276371||1024503||1, 5
128159226||1024503||1, 5
128213395||1024503||1, 2, 5
128217782||1024503||1, 5
128202602||1024503||3, 5
128162701||1024503||1, 2, 3
128106316||1024503||3, 1
128552585||1024503||3, 5
128134496||1024503||4, 5
128159217||1024503||1, 5
128271392||1024503||1, 5
128477684||1024503||1, 5
128856047||1024503||3, 5
128938009||1024503||1, 5
129715458||1024503||1, 5
131045770||1024503||1, 5
132702432||1024503||1, 5
128134532||1024503||5
128464973||1024503||5
128789103||1024503||5
129604320||1024503||1, 5
131038134||1024503||1, 5
130048327||1024503||1, 5
130142839||1024503||1, 5, 3
130329586||1024503||1, 5
130937871||1024503||1, 5
136323160||1024503||4, 5
18890211||6648||1, 5
18316019||6648||1, 5
22170385||6648||1, 5
18675003||6648||1, 5
18454722||6648||1, 5
19327552||6648||1, 5
24074697||6648||1, 5
18465585||6648||1, 5
18518850||6648||1, 5
19758730||6648||1, 5
23911908||6648||5
18671820||6648||1, 4, 5
16934695||6648||1, 2, 5
19575592||6648||1, 5
18683737||6648||1, 5
17592618||6648||1, 5
18465857||6648||1, 5
17823393||6648||1, 5
18465213||6648||4, 5
18470710||6648||1, 5
18467280||6648||1, 5
18822958||6648||1, 5
18692769||6648||1, 5
18466110||6648||1, 5
14286652||6648||1, 2, 3
24003435||6648||1, 5
24088136||6648||1, 5
17315155||6648||1, 5
20261610||6648||1, 5
18598578||6648||1, 5
22673714||6648||1, 3, 5
30646886||6648||1, 5
22198702||6648||1, 5
21023932||6648||1, 5
27734927||6648||1, 5
22496977||6648||1, 3, 5
31198978||6648||1, 5
18473358||6648||1, 5
19489181||6648||1, 5, 4
25157296||6648||1, 3, 5
100214487||6648||1, 5
21542324||6648||1, 5
21685463||6648||1, 2
24958750||6648||1, 5
29587871||6648||1, 5
30022554||6648||1, 5
21827862||6648||1, 5
22558831||6648||5
19599254||6648||1, 5
29938991||6648||1, 5
19762980||6648||1, 5
15293643||6648||1, 5
30546616||6648||1, 5
19542370||6648||1, 2, 5
23878656||6648||1, 2, 5
23997395||6648||1, 5
20612614||6648||1, 5
21538090||6648||1, 5
29932300||6648||1, 5
18465902||6648||1, 5
18473431||6648||1, 5
18672744||6648||4, 5
31208915||6648||1, 5
24004948||6648||4
29960557||6648||1, 5
18465845||6648||1, 5
19549562||6648||1, 5
18466137||6648||1, 5
18691960||6648||1, 2, 5
20068242||6648||1, 5
23282652||6648||1, 5
20076238||6648||1, 5
23968883||6648||1, 5
24096394||6648||2, 1
22575222||6648||1, 5
23912505||6648||3, 4
23953761||6648||2, 4
23997805||6648||1, 5
24002706||6648||4, 5
30304663||6648||1, 5
22170817||6648||1, 5
22498282||6648||4, 5
22560589||6648||1, 5
22560928||6648||1, 5
24003226||6648||1, 5
28382114||6648||1, 5
28383966||6648||1, 5
21031154||6648||1, 5
23999886||6648||1, 5
24007779||6648||4, 5
24132262||6648||1, 5
29443528||6648||1, 5
29860323||6648||1, 5
30359149||6648||1, 5
30556894||6648||1, 5
29495190||6648||1, 5
29933802||6648||1, 5
31468555||6648||1, 5
22149953||6648||1, 5
23998047||6648||1, 5
27159408||6648||1, 5
100026524||6648||1, 5
103326712||6648||1, 5
104392772||6648||1, 5
110766716||6648||1, 5
122855947||6648||1, 5
19698662||6648||1, 5
21740457||6648||1, 5
22318643||6648||1, 5
22580140||6648||1, 5
22919256||6648||1, 5
23509604||6648||1, 5
24006087||6648||1, 5
24007730||6648||1, 5
24096013||6648||1, 5
24099237||6648||1, 5
24461452||6648||1, 5
24602466||6648||1, 5
25288061||6648||1, 5
25600169||6648||1, 5
27078304||6648||1, 5
28223857||6648||1, 5
28703633||6648||1, 5
29013006||6648||1, 5
29195805||6648||1, 5
29504055||6648||1, 5
29672490||6648||1, 5
29955901||6648||1, 3
30178251||6648||1, 5
30439713||6648||1, 5
30556788||6648||1, 5
30695100||6648||1, 5
31060029||6648||1, 5
100328728||6648||1, 5
100446891||6648||1, 5
105918461||6648||1, 3, 5
110861382||6648||1, 5
111206359||6648||1, 5
111524417||6648||1, 5
117346785||6648||1, 5
19415757||6648||1, 5
21112297||6648||1, 5
21422131||6648||1, 4, 5
21456059||6648||1, 5
21927749||6648||1, 5
22341921||6648||1, 5
22413185||6648||1, 5
22487725||6648||1, 5
22497622||6648||1, 5
22497823||6648||1, 5
23194063||6648||1, 5
24030515||6648||4
24097906||6648||4
24116679||6648||1, 5
24270795||6648||1, 5
25191412||6648||1, 5
25469478||6648||1, 5
27270758||6648||5
27766227||6648||1, 5
27856278||6648||1, 5
30988051||6648||1, 5
31168231||6648||1, 5
31427862||6648||1, 5
104314247||6648||1, 5
104329432||6648||1, 5
104723530||6648||1, 5
106990016||6648||1, 5
107221606||6648||1, 2, 5
109793338||6648||1, 5
109955404||6648||1, 5
110482129||6648||1, 5
110768644||6648||1, 5
110969881||6648||1, 5
111125614||6648||1, 5
111467333||6648||1, 5
111561281||6648||1, 5
115041806||6648||1, 2, 5
115979181||6648||1, 5
118114583||6648||1, 5
18470077||6648||1, 5
19542584||6648||4, 5
21118320||6648||1, 5
21887674||6648||1, 5
22390552||6648||5
23409735||6648||1, 5
24367767||6648||1, 5
24889583||6648||1, 5
24976121||6648||1, 5
25518620||6648||1, 5
27081137||6648||4
30315288||6648||1, 5
30434054||6648||5
30455322||6648||1, 5
30737955||6648||1, 5
30762978||6648||1, 5
100163797||6648||1, 2
100169119||6648||1, 3
101554720||6648||1, 5
104576937||6648||1, 5
106452970||6648||3, 4
106598480||6648||1, 3
106693490||6648||1, 5
108875679||6648||1, 5
111702284||6648||1, 5
112858239||6648||5
115428859||6648||3, 4
115980239||6648||1, 5
115980510||6648||1, 5
117501348||6648||3, 4
117595607||6648||1, 5
120252993||6648||1, 5
121935594||6648||1, 4, 5
122848794||6648||5
125610750||6648||1, 5
130873179||6648||1, 5
30547054||1019957||1, 5
30489037||1019957||1, 5
110897971||1019957||1, 3, 5
111606380||1019957||1, 5
30549873||1019957||3, 4
110017578||1019957||1, 5
30614166||1019957||3, 5
105123458||1019957||1, 5
30554756||1019957||1, 5
111566985||1019957||1, 5
30575683||1019957||1, 5
30574568||1019957||1, 5
30591226||1019957||2, 5
30608094||1019957||1, 5
30548138||1019957||1, 3
111584904||1019957||1, 3
30603730||1019957||1, 3, 5
30609759||1019957||1, 5
30548521||1019957||1, 5
30548666||1019957||1, 5
30546862||1019957||3, 4
30559833||1019957||3, 5
30549401||1019957||1, 5
111536248||1019957||1, 3, 5
30555229||1019957||1, 5
30546214||1019957||1, 5
30700961||1019957||1, 5
30550220||1019957||3, 4
105151291||1019957||1, 5
111675718||1019957||3, 4
105312821||1019957||1, 5
30609752||1019957||1, 5
106522725||1019957||1, 2, 5
111571334||1019957||1, 5
111704441||1019957||3, 5
30610653||1019957||1, 5
30584411||1019957||1, 5
117733242||1019957||1, 5
30557489||1019957||2, 3
111702678||1019957||1, 5
111675500||1019957||3, 5
117678185||1019957||1, 5
111676080||1019957||3, 4
30553226||1019957||1, 5
118662826||1019957||1, 3
30647203||1019957||1, 2, 5
115654086||1019957||3, 5
30657362||1019957||1, 5
111003914||1019957||4, 5
111186346||1019957||1, 5
106736045||1019957||1, 5
111700427||1019957||3, 5
30655878||1019957||1, 5
111529960||1019957||1, 3, 5
30655987||1019957||1, 5
111528545||1019957||1, 5
111570150||1019957||3, 5
111684764||1019957||1, 3, 5
115817989||1019957||1, 5
126684458||1019957||1, 5
111591557||1019957||1, 5
101593909||1019957||1, 2
112129373||1019957||1, 5
30559028||1019957||1, 5
111702856||1019957||1, 5
116875526||1019957||3, 5
128207029||1019957||5
30613560||1019957||1, 5
30696731||1019957||1, 5
111682883||1019957||1, 5
115479529||1019957||1, 5
30990693||1019957||1, 5
106263467||1019957||1, 2, 5
124239473||1019957||3, 5
30557368||1019957||1, 5
30622482||1019957||1, 5
116774318||1019957||1, 5
117246809||1019957||1, 5
117633724||1019957||1, 5
128212530||1019957||1, 5
30546802||1019957||3, 5
30628382||1019957||1, 5
111556593||1019957||1, 5
111591549||1019957||1, 3, 5
119470305||1019957||5
127040253||1019957||1, 5
116911300||1019957||1, 5
30549042||1019957||3, 5
30621739||1019957||1, 5
30719069||1019957||1, 5
30554758||1019957||1, 5
30633551||1019957||1, 5
30879830||1019957||1, 5
104037214||1019957||1, 5
105243036||1019957||1, 5
105248023||1019957||1, 3, 5
108666444||1019957||1, 5
121907678||1019957||1, 5
125663131||1019957||1, 5
125861494||1019957||1, 3
30612666||1019957||1, 5
30797207||1019957||1, 5
31214611||1019957||1, 5
105121748||1019957||1, 5
123518228||1019957||1, 5
116249914||1019957||1, 5
116519721||1019957||1, 5
117772550||1019957||3, 5
119781940||1019957||1, 3, 5
30650853||1019957||1, 5
111685484||1019957||1, 5
116520419||1019957||1, 5
131157901||1019957||3, 5
30605615||1019957||5
111366048||1019957||1, 5
111586420||1019957||1, 5
116795846||1019957||1, 5
123221964||1019957||1, 5
125742860||1019957||1, 5
126501761||1019957||1, 5
130194537||1019957||1, 3, 5
131177986||1019957||1, 5
134756952||1019957||3, 5
135845788||1019957||1, 5
136246560||1019957||1, 3
30557429||1019957||5
111589356||1019957||1, 5
112021558||1019957||1, 5
116782306||1019957||1, 5
117246628||1019957||1, 5
117263320||1019957||1, 2, 5
123210407||1019957||1, 3
123525821||1019957||1, 5
125393367||1019957||1, 5
125664808||1019957||1, 5
125830836||1019957||1, 3, 5
130156335||1019957||3, 5
130169100||1019957||1, 5
130404415||1019957||1, 3, 5
130776938||1019957||1, 5
131141228||1019957||1, 5
131141401||1019957||1, 5
131144178||1019957||3, 5
131151119||1019957||1, 3
131175098||1019957||1, 3
131176713||1019957||1, 3, 5
131179977||1019957||1, 5
131230838||1019957||1, 3
30581062||1019957||1, 5
111525911||1019957||1, 5
111568107||1019957||1, 3, 5
111581965||1019957||1, 3, 4
111584245||1019957||1, 5
111584894||1019957||1, 3
111585156||1019957||1, 5
111589209||1019957||1, 5
111589711||1019957||1, 5
111677065||1019957||1, 2, 5
111683655||1019957||1, 5
111687113||1019957||1, 3, 5
111844964||1019957||1, 5
111849765||1019957||1, 5
116858765||1019957||3, 1
116881900||1019957||1, 3
116916816||1019957||1, 3, 5
116971447||1019957||1, 5
117001617||1019957||1, 5
117114492||1019957||1, 5
117640653||1019957||1, 3, 5
118518922||1019957||4, 3
118746189||1019957||1, 5
120860167||1019957||5
121597890||1019957||3, 1
123209045||1019957||1, 5
123209850||1019957||1, 5
123209938||1019957||1, 5
123223414||1019957||1, 5
123419730||1019957||1, 3, 5
123532547||1019957||1, 5
123683794||1019957||1, 5
124307012||1019957||1, 5
124455334||1019957||1, 5
127965480||1019957||1, 3, 5
128208737||1019957||1, 5
128213140||1019957||1, 5
128475921||1019957||3, 5
128668530||1019957||1, 5
128833818||1019957||1, 5
129273030||1019957||1, 5
129551922||1019957||1, 5
131144917||1019957||1, 5
131173444||1019957||1, 2, 5
131263026||1019957||1, 5
131647503||1019957||1, 5
112333582||1022053||1, 5
112336655||1022053||1, 5
112320158||1022053||1, 5
112325651||1022053||1, 3, 5
112369183||1022053||1, 5
112910827||1022053||1, 5
112388798||1022053||1, 5
112322548||1022053||3, 5
115636903||1022053||1, 5
112339052||1022053||1, 5
116178842||1022053||1, 2, 3, 5
112319988||1022053||1, 5
113022943||1022053||1, 5
112775145||1022053||3, 5
114349353||1022053||1, 5
115470627||1022053||1, 5
114600566||1022053||1, 5
113878709||1022053||1, 5
113066016||1022053||5
112882331||1022053||1, 5
112324810||1022053||1, 3
112363192||1022053||1, 5
116413328||1022053||1, 5
112367977||1022053||1, 5
112910869||1022053||1, 5
113169885||1022053||1, 5
116353600||1022053||1, 5
123986558||1022053||1, 5
132055280||1022053||1, 5
112349024||1022053||5
115325820||1022053||5
113212537||1022053||1, 5
124000867||1022053||1, 2, 3
131117649||1022053||1, 5
113268798||1022053||1, 5
117110382||1022053||1, 5
130048352||1022053||4, 5
130418027||1022053||1, 5, 3
16530651||1015819||1, 5
18387572||1015819||1, 5
19547155||1015819||1, 5
16067212||1015819||1, 5
18482412||1015819||1, 5
19064376||1015819||1, 5
16087198||1015819||1, 2, 5
21843685||1015819||1, 5
20229959||1015819||1, 5
21022800||1015819||1, 5
16494178||1015819||1, 5
23585284||1015819||1, 5
17410849||1015819||1, 5
17372878||1015819||1, 5
15886936||1015819||1, 5
16112459||1015819||1, 5
15153130||1015819||5
20576642||1015819||1, 5
16743057||1015819||1, 5
21733487||1015819||1, 5
110015580||1015819||1, 5
21850699||1015819||1, 5
16212551||1015819||5
16113830||1015819||1, 5
14973903||1015819||1, 5
27134339||1015819||1, 5
17309219||1015819||5
23714170||1015819||1, 5
30032674||1015819||1, 5
28854606||1015819||5
30256891||1015819||1, 5
30557957||1015819||1, 2, 5
23538288||1015819||1, 5
15221715||1015819||1, 5
29770569||1015819||1, 5
30273084||1015819||1, 5
19123895||1015819||4, 5
16067125||1015819||1, 5
27604866||1015819||1, 5
100385081||1015819||3, 5
18036405||1015819||1, 5
14578550||1015819||1, 5
29849486||1015819||5
15938427||1015819||1, 5
30406731||1015819||1, 2, 5
105566101||1015819||1, 5
15149875||1015819||5
24033562||1015819||1, 5
19909674||1015819||5
30769744||1015819||1, 5
23587838||1015819||1, 5
100662772||1015819||1, 5
31530489||1015819||1, 5
15868167||1015819||1, 5
24359902||1015819||5
28908079||1015819||1, 5
29961330||1015819||1, 5
114386006||1015819||1, 5
27588438||1015819||1, 5
29588180||1015819||1, 5
30137635||1015819||1, 5
16067144||1015819||1, 5
16119049||1015819||1, 5
24000344||1015819||1, 5
30869692||1015819||1, 5
31007777||1015819||3, 5
106124501||1015819||1, 5
14810988||1015819||1, 5
16539676||1015819||1, 5
16595230||1015819||1, 5
20479800||1015819||1, 5
24340675||1015819||1, 5
25464254||1015819||1, 2, 5
22708022||1015819||1, 2, 5
23576812||1015819||1, 5
27946322||1015819||1, 5
29813986||1015819||1, 5
16071107||1015819||5
23942450||1015819||1, 5
28870944||1015819||5
30407328||1015819||1, 3
31385080||1015819||3, 5
100570950||1015819||1, 5
17968528||1015819||1, 5
25362444||1015819||1, 5, 3
30453343||1015819||1, 5
100195486||1015819||1, 5
107460345||1015819||1, 5
111745973||1015819||1, 5
22765478||1015819||1, 5
29870743||1015819||1, 5
31448855||1015819||1, 5
102928487||1015819||1, 5
16113867||1015819||1, 5
30261844||1015819||1, 5
100250768||1015819||1, 5
100536912||1015819||1, 5
100297193||1015819||1, 5
106828846||1015819||1, 5
115992430||1015819||1, 5
18036288||1015819||3, 5
25393925||1015819||1, 5
25456735||1015819||1, 5
30615076||1015819||1, 5
31304679||1015819||1, 5
100017331||1015819||1, 5
100130667||1015819||5
104148015||1015819||1, 5
113598042||1015819||1, 5
118328928||1015819||1, 3, 5
15253312||1015819||1, 5
16500778||1015819||1, 5
23415479||1015819||5
24146019||1015819||1, 5
26913488||1015819||1, 5
28730998||1015819||1, 5
29940470||1015819||1, 5
29996288||1015819||1, 5
30445545||1015819||1, 5
30702908||1015819||1, 5
100339026||1015819||1, 5
105660588||1015819||1, 5
108924658||1015819||1, 5
109116123||1015819||1, 5
109516440||1015819||1, 5
110482954||1015819||1, 3, 5
17316049||1015819||5
19191385||1015819||1, 2, 4
21411967||1015819||1, 5
24028075||1015819||1, 5
31089689||1015819||5
109526376||1015819||1, 5
25178829||1015819||1, 5
29449496||1015819||1, 5
29580944||1015819||1, 5
29859243||1015819||1, 2, 5
29941939||1015819||1, 5
30167198||1015819||1, 5
30362693||1015819||1, 5
30458957||1015819||1, 5
31112511||1015819||1, 5
31142886||1015819||1, 5
31318493||1015819||1, 5
31524171||1015819||1, 5
100689727||1015819||1, 5
101391880||1015819||1, 5
104610871||1015819||1, 5
105444643||1015819||1, 5
105899073||1015819||1, 5
108406841||1015819||1, 5
110678750||1015819||1, 5
112093640||1015819||1, 5
112361923||1015819||1, 5
118002092||1015819||1, 5
118264297||1015819||1, 5
118273164||1015819||1, 5
121433973||1015819||1, 5
22333000||1015819||1, 5
22771504||1015819||1, 5
23585270||1015819||1, 5
24268211||1015819||1, 5
24277285||1015819||1, 5
25308707||1015819||1, 5
26826586||1015819||1, 5
27471541||1015819||1, 5
28077442||1015819||1, 5
28280106||1015819||1, 5
28321195||1015819||1, 5
28704783||1015819||1, 5
29533498||1015819||1, 3, 5
29812446||1015819||1, 5
29870636||1015819||1, 5
30446852||1015819||3, 5
100576874||1015819||1, 3, 5
110399310||1015819||5
114962501||1015819||1, 5
117772407||1015819||1, 5
31250396||1015819||1, 5
31345655||1015819||1, 5
31425084||1015819||1, 5
100452905||1015819||1, 5
100551221||1015819||1, 5
100944916||1015819||1, 5
101582894||1015819||5
107877635||1015819||1, 5
107956009||1015819||1, 5
120974373||1015819||1, 5
121950778||1015819||1, 5
125066489||1015819||1, 5
125524250||1015819||1, 5
128694196||1015819||5
19754630||1015819||1, 5
20554884||1015819||5
21451181||1015819||1, 5
26477939||1015819||1, 5
28762866||1015819||1, 5
29737962||1015819||1, 5
30906375||1015819||3, 5
31083382||1015819||1, 5
31320369||1015819||5
31501897||1015819||5
100351851||1015819||1, 5
106622812||1015819||1, 5
109792508||1015819||1, 2, 5
110491203||1015819||1, 2, 5
110761002||1015819||1, 5
113911789||1015819||1, 5
115918190||1015819||1, 5
115976354||1015819||1, 5
116547342||1015819||5
116649000||1015819||1, 5
117211568||1015819||1, 5
117447093||1015819||1, 5
117691471||1015819||5
118329034||1015819||5
120053011||1015819||1, 5
121818333||1015819||1, 3
122300473||1015819||1, 5
122375594||1015819||1, 5
124698356||1015819||1, 5
124754674||1015819||1, 5
126176161||1015819||1, 5
126585477||1015819||1, 5
127177783||1015819||5
127266346||1015819||1, 5
127423957||1015819||5
128047017||1015819||1, 5
128072959||1015819||1, 5
128295398||1015819||1, 5
128367718||1015819||1, 5
129118455||1015819||5
129280175||1015819||1, 5
129494927||1015819||1, 5
130266479||1015819||1, 5
117245307||1023012||1, 5
117260951||1023012||1, 5
117270884||1023012||1, 4, 5
117231692||1023012||1, 5
117230973||1023012||1, 5
117256766||1023012||1, 5
117265110||1023012||1, 5
117253052||1023012||1, 5
117243900||1023012||1, 5
117267432||1023012||1, 5
117263035||1023012||1, 5
117229699||1023012||1, 5
117237384||1023012||1, 5
117232598||1023012||1, 2, 3
117248934||1023012||1, 5, 4
117245018||1023012||1, 5
117232694||1023012||1, 5
117245163||1023012||1, 5
117241381||1023012||1, 5
117247624||1023012||1, 5
117260745||1023012||1, 5
122036469||1023012||1, 5
117267655||1023012||1, 5
117231901||1023012||1, 5
117251532||1023012||1, 5
117344272||1023012||1, 5
122040137||1023012||5
117251849||1023012||1, 5
117249793||1023012||5
117284640||1023012||1, 5
117262760||1023012||1, 5
117251331||1023012||1, 5
117274546||1023012||1, 5
117334353||1023012||1, 5
117345275||1023012||1, 5
121900176||1023012||1, 5
117239224||1023012||1, 2
117261070||1023012||1, 2, 5
117276724||1023012||1, 5
117245472||1023012||1, 4
117561297||1023012||1, 5
117302522||1023012||1, 2, 5
120520936||1023012||1, 5
118540258||1023012||1, 5
117265202||1023012||1, 5
121963815||1023012||1, 5
117231913||1023012||1, 5
117243229||1023012||1, 5
117361123||1023012||1, 5
117261614||1023012||1, 5
117770022||1023012||2, 4
127653026||1023012||1, 5
117265587||1023012||1, 5
117267755||1023012||1, 5
117268932||1023012||1, 5
117333166||1023012||1, 5
121912990||1023012||1, 5
117240397||1023012||1, 5
117358409||1023012||1, 5
122449581||1023012||1, 5
126135669||1023012||1, 5
117271179||1023012||1, 5
117316337||1023012||1, 5
117334098||1023012||1, 5
117334569||1023012||1, 4
122350306||1023012||1, 5
124965804||1023012||1, 4, 5
129682466||1023012||1, 5
117270654||1023012||1, 5
117469132||1023012||1, 5
121906780||1023012||3
125907003||1023012||1, 5
128331129||1023012||1, 5
117246994||1023012||1, 5
117329704||1023012||1, 5
117366092||1023012||1, 5
117504190||1023012||1, 5
122334331||1023012||1, 5
124732948||1023012||1, 5
125184622||1023012||1, 5
129288418||1023012||1, 5
117265153||1023012||1, 5
120646684||1023012||4, 5
122126481||1023012||1, 5
124305968||1023012||1, 5
129296217||1023012||1, 5
131591091||1023012||4, 3
117261245||1023012||1, 5
117340914||1023012||1, 5
117347168||1023012||1, 3, 5
121909745||1023012||1, 5
121935031||1023012||1, 4, 5
122071092||1023012||1, 5
122144934||1023012||1, 5
122192147||1023012||1, 5
122207794||1023012||1, 5
122339737||1023012||1, 5
122393924||1023012||1, 5
122414800||1023012||1, 5
122580949||1023012||1, 2
125045120||1023012||1, 5
125414043||1023012||1, 3, 4
127482431||1023012||1, 5
129285455||1023012||1, 5
129314320||1023012||1, 5
131700628||1023012||1, 5
131859521||1023012||1, 5
133972039||1023012||1, 5
117580074||1023012||1, 5
119485762||1023012||1, 5
120567107||1023012||1, 5
121898809||1023012||1, 5
122051081||1023012||1, 5
122201091||1023012||4, 5
122444455||1023012||1, 5
122602033||1023012||1, 5
123324833||1023012||1, 5
124061677||1023012||1, 5
129287470||1023012||1, 5
129290239||1023012||1, 5
130756354||1023012||1, 5
131463465||1023012||1, 5
131648060||1023012||1, 5
132099257||1023012||1, 3, 5
132224859||1023012||1, 5
133727066||1023012||1, 5
133954531||1023012||1, 5
112757454||1022129||1, 5
112717232||1022129||1, 4, 5
112930505||1022129||1, 5
112792990||1022129||1, 5
112714658||1022129||1, 5
124304514||1022129||1, 5
112757744||1022129||1, 4, 5
117271746||1022129||1, 5
118351822||1022129||1, 5
112736199||1022129||1, 5
112687281||1022129||3, 5
114098936||1022129||1, 5
112735806||1022129||1, 5
112871721||1022129||1, 5
112756991||1022129||1, 5
112679521||1022129||5
117469924||1022129||1, 5
126983475||1022129||1, 5
126799912||1022129||1, 5
126863301||1022129||1, 5
114924805||1022129||1, 5
112737912||1022129||1, 5
112754140||1022129||1, 5
127219141||1022129||1, 5
127101492||1022129||1, 5
119076777||1022129||1, 5
126994077||1022129||1, 5
118448003||1022129||1, 5
126999356||1022129||1, 5
127126815||1022129||1, 5
131590386||1022129||1, 5
127469977||1022129||1, 5
129594081||1022129||1, 5
127327021||1022129||1, 5
127338874||1022129||1, 5
127370229||1022129||1, 2, 5
126347338||1022129||1, 5
126874294||1022129||3, 5
127160536||1022129||1, 5
127416136||1022129||1, 5
127479044||1022129||1, 5
130820547||1022129||1, 5
134834701||1022129||1, 5
104870675||1020830||1, 5
104857652||1020830||1, 5
104861363||1020830||1, 5
104891996||1020830||4, 5
104855671||1020830||1, 5
104869492||1020830||1, 2, 5
104860888||1020830||1, 5
104893750||1020830||5
104948149||1020830||1, 5
104882616||1020830||1, 3, 5
104861970||1020830||5
104870387||1020830||3, 5
104873453||1020830||1, 5
104875471||1020830||1, 4, 5
104865607||1020830||1, 5
104870030||1020830||1, 5
104884020||1020830||1, 5
104858802||1020830||1, 5
104868131||1020830||1, 3
104914961||1020830||1, 5
104893736||1020830||1, 5
104850955||1020830||1, 5
104859991||1020830||3, 5
104936647||1020830||1, 5
104852330||1020830||3, 1
105182814||1020830||1, 5
104908842||1020830||1, 5
104949264||1020830||1, 2, 3
104860063||1020830||4, 5
104904974||1020830||1, 5
104863156||1020830||1, 5
104859163||1020830||1, 4
107022646||1020830||1, 5
104955883||1020830||1, 5
104914286||1020830||1, 5
104926737||1020830||1, 5
104937272||1020830||1, 5
104949536||1020830||1, 5
104854996||1020830||1, 4, 5
104883065||1020830||1, 3
105137420||1020830||1, 5
105151577||1020830||1, 5
105713755||1020830||1, 5
104937378||1020830||1, 5
105540740||1020830||1, 5
104913989||1020830||1, 2, 5
108004027||1020830||1, 5
104862684||1020830||1, 5
106132734||1020830||1, 5
105715324||1020830||1, 5
110694666||1020830||5
104887117||1020830||1, 5
104915328||1020830||4
104932288||1020830||1, 5
104936622||1020830||1, 5
105944286||1020830||1, 5
106387523||1020830||1, 5
107221682||1020830||1, 5
104915204||1020830||4, 5
105488776||1020830||3, 5
104858000||1020830||1, 5
104860242||1020830||1, 3
106441196||1020830||1, 5
106708661||1020830||1, 5
104957298||1020830||1, 5
105246434||1020830||1, 5
106553061||1020830||1, 5
111352810||1020830||1, 5
104893872||1020830||1, 5
104913608||1020830||3, 5
108385473||1020830||1, 5
109490811||1020830||1, 5
111354298||1020830||1, 5
104861373||1020830||1, 5
104892065||1020830||1, 5
106548812||1020830||1, 5
